Is Benign(EOI)?,Number of DHT Markers,Number of DQT Markers,Total Number of Markers,Maximum size used in %,Make of file,Model of file,Max Marker Size for DHT(FFC4),Max Marker Size for DQT FFDB,Max Marker Size for APP1(FFE0),Max Marker Size for APP12(FFEF),Max Marker Size for COM(FFFE)
1,4,2,12,17.7,1,1,183.0,69.0,181.0,0.0,61.0
0,4,2,11,7.7,0,0,69.0,69.0,18.0,0.0,0.0
1,2,1,9,50.0,0,0,91.0,69.0,18.0,0.0,56.0
1,4,1,10,8.9,0,0,71.0,134.0,368.0,0.0,0.0
1,5,3,17,22.8,1,1,420.0,134.0,5023.0,0.0,0.0
0,4,2,12,14.2,0,0,183.0,69.0,18.0,0.0,61.0
1,10,2,25,8.2,0,0,71.0,88.0,18.0,0.0,0.0
1,4,2,12,10.1,0,0,70.0,69.0,18.0,0.0,84.0
1,4,1,10,8.0,0,0,82.0,134.0,62.0,0.0,0.0
1,1,1,7,21.1,1,1,179.0,134.0,216.0,0.0,0.0
1,1,1,7,13.3,0,0,153.0,134.0,53.0,0.0,0.0
1,1,1,7,12.3,0,0,198.0,134.0,53.0,0.0,0.0
1,4,2,11,18.3,0,0,78.0,69.0,18.0,0.0,0.0
1,2,2,29,4.6,0,0,420.0,134.0,64.0,0.0,0.0
1,4,2,11,15.3,0,0,58.0,69.0,18.0,0.0,0.0
1,3,3,39,9.3,0,0,420.0,134.0,0.0,0.0,0.0
1,1,1,7,2.7,0,0,274.0,134.0,53.0,0.0,0.0
1,4,2,11,12.2,0,0,183.0,69.0,18.0,0.0,0.0
1,1,1,9,11.9,0,0,420.0,134.0,18.0,0.0,33.0
1,2,1,8,25.5,0,0,183.0,134.0,18.0,0.0,0.0
1,4,2,11,8.0,0,0,70.0,69.0,18.0,0.0,0.0
1,4,2,11,4.6,0,0,183.0,69.0,18.0,0.0,0.0
1,10,2,25,2.5,0,0,80.0,88.0,18.0,0.0,0.0
1,4,2,11,11.4,0,0,183.0,69.0,18.0,0.0,0.0
0,4,2,12,1.1,0,0,183.0,69.0,18.0,0.0,61.0
0,4,2,11,8.4,0,0,183.0,69.0,116.0,0.0,0.0
1,5,3,22,4.0,0,0,321.0,134.0,18.0,0.0,1259.0
0,12,1,368,21.6,0,0,71.0,153.0,480.0,42.0,16146.0
1,1,1,7,13.2,0,0,198.0,134.0,53.0,0.0,0.0
1,4,2,12,7.0,0,0,183.0,69.0,18.0,0.0,61.0
1,4,1,11,7.8,0,0,183.0,134.0,18.0,0.0,30.0
1,4,2,11,8.1,0,0,72.0,69.0,18.0,0.0,0.0
1,4,2,11,6.4,0,0,183.0,69.0,18.0,0.0,0.0
1,2,1,8,19.3,0,0,183.0,134.0,18.0,0.0,0.0
1,9,3,36,1.5,0,0,321.0,153.0,330.0,0.0,0.0
1,4,2,11,15.0,0,0,83.0,69.0,18.0,0.0,0.0
1,2,2,22,2.1,0,0,420.0,134.0,560.0,0.0,56.0
1,4,2,12,2.2,0,0,114.0,69.0,18.0,0.0,57.0
0,4,2,12,6.1,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,4.8,0,0,183.0,69.0,18.0,0.0,0.0
1,11,2,28,13.6,0,0,79.0,88.0,2505.0,0.0,0.0
0,4,2,11,0.6,0,0,53.0,69.0,12849.0,0.0,0.0
1,4,2,11,35.4,0,0,58.0,69.0,18.0,0.0,0.0
1,2,2,12,14.9,2,2,420.0,199.0,0.0,0.0,0.0
1,3,3,38,2.8,0,0,420.0,134.0,0.0,0.0,0.0
1,4,2,11,1.2,0,0,50.0,69.0,18.0,0.0,0.0
1,3,3,37,7.0,0,0,321.0,134.0,710.0,0.0,0.0
1,6,4,30,9.7,0,0,321.0,134.0,410.0,0.0,0.0
1,4,2,11,14.5,0,0,86.0,69.0,18.0,0.0,0.0
1,4,1,11,5.2,0,0,183.0,134.0,18.0,0.0,30.0
1,5,1,16,51.4,0,0,80.0,82.0,18.0,0.0,60.0
1,1,1,6,7.9,0,0,183.0,134.0,0.0,0.0,0.0
1,1,1,15,7.0,0,0,191.0,153.0,72.0,0.0,0.0
1,4,2,11,15.5,0,0,86.0,69.0,18.0,0.0,0.0
1,4,1,11,3.9,0,0,183.0,134.0,18.0,0.0,30.0
1,1,1,19,4.7,0,0,232.0,153.0,77.0,0.0,0.0
1,4,1,11,5.7,0,0,183.0,134.0,18.0,0.0,30.0
1,3,3,32,19.9,1,1,321.0,134.0,1125.0,0.0,0.0
1,10,2,25,16.9,0,0,88.0,88.0,18.0,0.0,0.0
1,5,1,16,80.6,0,0,81.0,82.0,18.0,0.0,60.0
1,4,2,11,12.7,0,0,75.0,69.0,18.0,0.0,0.0
1,4,2,11,10.4,0,0,183.0,69.0,18.0,0.0,0.0
1,1,1,8,19.9,0,0,420.0,134.0,18.0,0.0,4.0
1,4,1,11,3.5,0,0,183.0,134.0,18.0,0.0,30.0
0,3,3,40,15.9,2,2,420.0,134.0,722.0,0.0,0.0
1,3,3,29,1.4,1,1,321.0,153.0,0.0,0.0,0.0
1,4,1,10,9.0,0,0,95.0,134.0,62.0,0.0,0.0
1,4,1,10,3.3,0,0,64.0,134.0,62.0,0.0,0.0
1,4,2,11,5.3,0,0,79.0,69.0,18.0,0.0,0.0
1,4,1,10,10.4,0,0,95.0,134.0,62.0,0.0,0.0
1,1,1,19,6.2,0,0,235.0,153.0,77.0,0.0,0.0
1,10,2,25,31.2,0,0,68.0,88.0,18.0,0.0,0.0
1,1,1,7,6.9,0,0,252.0,134.0,53.0,0.0,0.0
1,2,1,8,17.3,0,0,61.0,69.0,18.0,0.0,0.0
1,1,1,15,32.3,0,0,205.0,153.0,72.0,0.0,0.0
1,1,1,7,6.0,1,1,216.0,134.0,216.0,0.0,0.0
1,10,2,25,12.6,0,0,62.0,88.0,18.0,0.0,0.0
0,10,2,26,3.2,0,0,46.0,88.0,489.0,0.0,0.0
0,4,2,12,1.1,0,0,183.0,69.0,18.0,0.0,61.0
1,2,1,8,20.2,0,0,183.0,134.0,18.0,0.0,0.0
0,4,2,12,11.4,0,0,183.0,69.0,18.0,0.0,61.0
1,1,1,7,7.0,1,1,420.0,134.0,216.0,0.0,0.0
1,4,2,12,20.6,0,0,183.0,69.0,18.0,0.0,61.0
0,4,2,12,3.2,0,0,183.0,69.0,18.0,0.0,62.0
1,2,2,49,11.0,0,0,420.0,134.0,560.0,0.0,56.0
1,4,1,11,6.3,0,0,183.0,134.0,18.0,0.0,30.0
1,4,2,12,23.2,0,0,183.0,69.0,18.0,0.0,61.0
1,10,2,25,3.2,0,0,42.0,88.0,18.0,0.0,0.0
1,1,1,7,3.9,0,0,175.0,134.0,53.0,0.0,0.0
1,1,1,7,4.4,0,0,173.0,134.0,53.0,0.0,0.0
1,1,1,9,10.7,0,0,420.0,134.0,18.0,0.0,33.0
1,4,2,12,23.0,0,0,87.0,69.0,18.0,0.0,52.0
1,2,2,37,5.7,0,0,420.0,134.0,950.0,0.0,0.0
1,3,3,69,2.4,0,0,321.0,134.0,346.0,0.0,0.0
1,1,1,7,9.9,1,1,181.0,134.0,216.0,0.0,0.0
1,10,2,25,12.6,0,0,83.0,88.0,18.0,0.0,0.0
1,4,2,11,23.0,0,0,183.0,69.0,18.0,0.0,0.0
1,1,1,8,13.8,0,0,420.0,134.0,18.0,0.0,33.0
1,4,2,12,6.3,0,0,106.0,69.0,18.0,0.0,17.0
0,4,2,12,2.7,0,0,183.0,69.0,18.0,0.0,62.0
1,1,1,7,17.2,0,0,210.0,134.0,53.0,0.0,0.0
1,4,2,12,13.7,0,0,79.0,69.0,2931.0,0.0,0.0
1,4,1,11,8.9,0,0,183.0,134.0,18.0,0.0,30.0
1,4,1,11,6.3,0,0,183.0,134.0,18.0,0.0,30.0
1,4,1,10,14.2,0,0,72.0,134.0,112.0,0.0,0.0
1,4,2,11,13.0,0,0,53.0,69.0,18.0,0.0,0.0
0,1,1,12,10.4,0,0,229.0,153.0,72.0,0.0,0.0
1,4,2,12,4.9,0,0,97.0,69.0,18.0,0.0,17.0
1,9,5,35,7.0,2,2,420.0,134.0,716.0,0.0,1358.0
0,1,1,6,2.6,0,0,164.0,134.0,0.0,0.0,0.0
1,1,1,7,136.3,0,0,120.0,134.0,18.0,0.0,0.0
1,4,2,11,3.4,0,0,183.0,69.0,18.0,0.0,0.0
1,5,3,17,4.7,2,2,420.0,134.0,906.0,0.0,0.0
1,4,2,11,10.7,0,0,74.0,69.0,18.0,0.0,0.0
1,4,2,11,13.2,0,0,183.0,69.0,18.0,0.0,0.0
0,1,1,7,5.7,0,0,214.0,134.0,53.0,0.0,0.0
1,4,2,11,11.6,0,0,74.0,69.0,13597.0,0.0,0.0
1,4,2,11,10.0,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,11,9.6,0,0,183.0,69.0,54.0,0.0,0.0
1,4,2,12,11.9,0,0,183.0,69.0,18.0,0.0,61.0
0,4,2,12,6.3,0,0,183.0,69.0,18.0,0.0,61.0
0,1,1,7,4.3,0,0,230.0,134.0,132.0,0.0,0.0
1,10,2,25,9.3,0,0,63.0,88.0,18.0,0.0,0.0
1,2,1,8,18.4,0,0,62.0,69.0,18.0,0.0,0.0
1,3,3,58,2.5,1,1,420.0,134.0,465.0,0.0,0.0
1,4,2,11,15.8,0,0,72.0,69.0,18.0,0.0,0.0
1,3,3,48,1.9,2,2,321.0,134.0,834.0,0.0,0.0
1,4,2,11,12.0,0,0,183.0,69.0,18.0,0.0,0.0
1,10,2,25,9.5,0,0,72.0,88.0,18.0,0.0,0.0
1,1,1,8,11.2,0,0,420.0,134.0,18.0,0.0,33.0
0,4,2,21,4.9,0,0,183.0,69.0,479.0,0.0,559.0
1,5,3,21,3.7,2,2,321.0,134.0,48.0,0.0,14312.0
1,4,2,11,16.4,0,0,73.0,69.0,18.0,0.0,0.0
1,4,2,11,3.6,0,0,54.0,69.0,18.0,0.0,0.0
1,4,2,12,19.1,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,15.6,0,0,183.0,69.0,18.0,0.0,0.0
1,1,1,8,18.4,0,0,420.0,134.0,18.0,0.0,4.0
1,4,2,11,14.5,0,0,49.0,69.0,18.0,0.0,0.0
1,1,1,19,10.4,0,0,223.0,153.0,93.0,0.0,0.0
1,4,2,11,23.0,0,0,76.0,69.0,18.0,0.0,0.0
0,4,2,11,1.0,0,0,183.0,69.0,116.0,0.0,0.0
1,4,2,11,13.1,0,0,91.0,69.0,18.0,0.0,0.0
0,4,2,12,14.4,0,0,183.0,69.0,18.0,0.0,61.0
1,4,1,10,53.7,0,0,70.0,134.0,18.0,0.0,0.0
1,5,3,21,2.5,0,0,321.0,134.0,2931.0,0.0,0.0
1,4,2,11,8.3,0,0,183.0,69.0,18.0,0.0,0.0
1,4,1,10,2.2,0,0,58.0,134.0,62.0,0.0,0.0
1,4,2,11,16.5,0,0,183.0,69.0,18.0,0.0,0.0
1,4,1,10,14.9,0,0,80.0,134.0,62.0,0.0,0.0
1,4,1,11,9.0,0,0,183.0,134.0,18.0,0.0,30.0
1,4,2,11,7.4,0,0,79.0,69.0,18.0,0.0,0.0
1,4,2,11,3.7,0,0,77.0,69.0,18.0,0.0,0.0
1,11,2,26,3.9,0,0,54.0,88.0,176.0,0.0,0.0
1,4,2,11,5.3,1,1,54.0,69.0,181.0,0.0,0.0
1,4,2,12,7.3,0,0,183.0,69.0,18.0,0.0,61.0
1,10,2,25,13.9,0,0,40.0,88.0,18.0,0.0,0.0
1,4,2,13,13.8,0,0,80.0,69.0,2931.0,0.0,0.0
1,3,3,53,4.5,1,1,321.0,134.0,0.0,0.0,0.0
1,4,2,11,12.1,0,0,183.0,69.0,18.0,0.0,0.0
0,4,2,12,1.1,0,0,183.0,69.0,18.0,0.0,61.0
1,12,4,45,2.6,2,2,420.0,199.0,1795.0,0.0,0.0
1,2,1,8,19.8,0,0,183.0,134.0,18.0,0.0,0.0
1,4,1,11,3.6,0,0,183.0,134.0,18.0,0.0,30.0
1,4,2,11,8.6,0,0,87.0,69.0,18.0,0.0,0.0
1,4,2,11,11.0,0,0,183.0,69.0,18.0,0.0,0.0
1,2,2,42,15.3,0,0,420.0,134.0,396.0,0.0,57.0
1,2,1,8,4.6,0,0,69.0,69.0,18.0,0.0,0.0
1,3,3,34,4.9,0,0,420.0,134.0,0.0,0.0,0.0
0,5,3,140,2.2,0,0,27180.0,4529.0,3684.0,0.0,4.0
1,1,1,15,9.8,0,0,261.0,153.0,642.0,0.0,0.0
1,4,2,12,2.2,0,0,183.0,69.0,18.0,0.0,62.0
1,2,1,8,18.1,0,0,183.0,134.0,18.0,0.0,0.0
1,5,3,22,2.4,2,2,420.0,134.0,957.0,0.0,0.0
1,4,2,11,11.2,0,0,183.0,69.0,116.0,0.0,0.0
1,4,1,11,9.9,0,0,183.0,134.0,18.0,0.0,30.0
1,2,2,29,4.7,0,0,420.0,134.0,606.0,0.0,0.0
1,4,2,13,3.5,0,0,93.0,69.0,2931.0,0.0,47.0
1,3,3,30,1.4,0,0,420.0,134.0,330.0,0.0,0.0
1,1,1,7,20.1,1,1,147.0,134.0,366.0,0.0,0.0
1,4,2,12,7.3,0,0,100.0,69.0,18.0,0.0,37.0
1,4,2,11,21.3,0,0,83.0,69.0,18.0,0.0,0.0
1,4,2,11,10.3,0,0,87.0,69.0,18.0,0.0,0.0
1,1,1,7,4.7,0,0,183.0,134.0,53.0,0.0,0.0
0,1,1,19,5.0,0,0,214.0,153.0,77.0,0.0,0.0
1,4,2,12,25.7,0,0,64.0,69.0,2931.0,0.0,0.0
1,5,1,16,56.8,0,0,78.0,82.0,18.0,0.0,60.0
1,10,2,25,4.7,0,0,95.0,88.0,18.0,0.0,0.0
1,4,2,12,9.2,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,145.5,0,0,61.0,69.0,18.0,0.0,0.0
1,11,2,26,5.9,0,0,43.0,88.0,176.0,0.0,0.0
1,4,2,12,5.0,0,0,92.0,69.0,18.0,0.0,17.0
1,4,2,12,6.2,0,0,103.0,69.0,18.0,0.0,17.0
0,7,1,355,0.5,0,0,69.0,134.0,480.0,42.0,16146.0
1,4,2,12,24.4,0,0,183.0,69.0,18.0,0.0,61.0
1,2,2,27,12.6,0,0,321.0,134.0,560.0,0.0,0.0
1,4,2,11,13.6,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,11,12.9,0,0,81.0,69.0,18.0,0.0,0.0
1,4,2,12,6.3,0,0,104.0,69.0,18.0,0.0,17.0
1,2,1,8,8.6,0,0,183.0,69.0,18.0,0.0,0.0
0,3,3,40,4.1,2,2,420.0,134.0,894.0,0.0,0.0
1,4,2,12,3.1,0,0,183.0,69.0,18.0,0.0,91.0
1,2,2,34,16.9,0,0,321.0,134.0,390.0,0.0,57.0
1,4,2,12,5.9,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,12,3.4,0,0,183.0,69.0,18.0,0.0,62.0
1,1,1,8,10.5,0,0,420.0,134.0,2931.0,0.0,0.0
1,2,1,8,22.6,0,0,183.0,134.0,18.0,0.0,0.0
1,4,2,11,11.9,0,0,54.0,69.0,18.0,0.0,0.0
1,3,3,33,4.0,1,1,420.0,134.0,0.0,0.0,0.0
1,4,2,11,6.8,2,2,183.0,69.0,1282.0,0.0,0.0
1,2,2,47,14.8,0,0,321.0,134.0,64.0,0.0,57.0
1,4,2,11,3.1,0,0,40.0,69.0,18.0,0.0,0.0
1,1,1,19,5.4,0,0,254.0,153.0,77.0,0.0,0.0
1,4,2,11,13.0,0,0,183.0,69.0,18.0,0.0,0.0
1,10,2,25,15.8,0,0,65.0,88.0,18.0,0.0,0.0
1,4,2,12,8.1,0,0,183.0,69.0,18.0,0.0,61.0
0,3,3,33,3.4,0,0,420.0,134.0,330.0,0.0,0.0
1,4,2,11,10.0,0,0,79.0,69.0,18.0,0.0,0.0
0,4,4,38,6.6,2,2,183.0,69.0,6916.0,17.0,43.0
1,3,3,62,30.9,2,2,321.0,134.0,1714.0,0.0,0.0
0,4,2,11,3.0,0,0,75.0,69.0,12849.0,0.0,0.0
1,5,1,16,86.0,0,0,75.0,82.0,18.0,0.0,60.0
1,5,3,21,14.7,0,0,321.0,134.0,48.0,0.0,9233.0
1,4,1,10,4.7,0,0,61.0,134.0,62.0,0.0,0.0
1,4,1,10,5.2,0,0,77.0,134.0,62.0,0.0,0.0
1,4,2,12,16.1,0,0,83.0,69.0,2931.0,0.0,0.0
1,4,2,11,188.7,0,0,68.0,69.0,18.0,0.0,0.0
1,2,2,100,3.4,0,0,420.0,134.0,564.0,0.0,57.0
0,4,2,11,9.1,0,0,183.0,69.0,18.0,0.0,0.0
0,4,2,12,14.5,0,0,183.0,69.0,18.0,0.0,61.0
1,4,1,11,3.5,0,0,183.0,134.0,18.0,0.0,30.0
1,5,3,21,3.0,0,0,321.0,134.0,2931.0,0.0,0.0
1,4,2,11,32.2,0,0,61.0,69.0,18.0,0.0,0.0
1,1,1,7,62.7,1,1,157.0,134.0,216.0,0.0,0.0
1,4,2,12,5.0,0,0,90.0,69.0,18.0,0.0,17.0
1,4,1,10,7.7,0,0,68.0,134.0,62.0,0.0,0.0
1,4,2,11,10.4,0,0,84.0,69.0,18.0,0.0,0.0
0,4,2,12,1.1,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,13.0,0,0,87.0,69.0,18.0,0.0,0.0
1,4,2,11,15.7,0,0,183.0,69.0,18.0,0.0,0.0
1,2,1,8,23.7,0,0,183.0,69.0,18.0,0.0,0.0
1,4,1,12,15.9,0,0,96.0,134.0,2413.0,0.0,0.0
1,3,3,41,6.7,0,0,420.0,134.0,322.0,0.0,0.0
1,1,1,8,10.6,0,0,420.0,134.0,18.0,0.0,48.0
1,4,2,12,7.6,0,0,183.0,69.0,18.0,0.0,61.0
1,8,4,39,12.9,2,2,183.0,69.0,2570.0,0.0,0.0
1,1,1,19,7.2,0,0,243.0,153.0,77.0,0.0,0.0
1,5,1,16,86.4,0,0,75.0,82.0,18.0,0.0,60.0
1,9,5,35,7.0,2,2,420.0,134.0,716.0,0.0,1358.0
1,4,2,12,6.1,0,0,65.0,69.0,18.0,0.0,264.0
1,4,1,10,3.0,0,0,59.0,134.0,62.0,0.0,0.0
1,4,2,11,21.1,0,0,183.0,69.0,18.0,0.0,0.0
1,4,1,10,16.7,0,0,80.0,134.0,368.0,0.0,0.0
1,4,2,11,14.7,0,0,183.0,69.0,18.0,0.0,0.0
0,4,2,12,5.5,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,19.9,0,0,71.0,69.0,18.0,0.0,0.0
0,4,2,12,1.1,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,17.1,0,0,73.0,69.0,18.0,0.0,0.0
1,8,4,25,15.8,1,1,94.0,69.0,1142.0,0.0,0.0
1,4,2,11,40.8,0,0,77.0,69.0,18.0,0.0,0.0
1,4,1,11,4.1,0,0,183.0,134.0,18.0,0.0,30.0
1,2,2,20,7.4,0,0,321.0,134.0,560.0,0.0,0.0
1,4,1,12,12.7,0,0,73.0,134.0,2359.0,0.0,0.0
1,2,1,8,19.9,0,0,183.0,134.0,18.0,0.0,0.0
1,2,1,8,33.4,0,0,183.0,69.0,18.0,0.0,0.0
1,1,1,7,14.9,0,0,189.0,134.0,53.0,0.0,0.0
1,4,2,11,13.6,0,0,183.0,69.0,18.0,0.0,0.0
1,2,2,44,6.6,0,0,321.0,134.0,602.0,0.0,0.0
1,4,2,11,12.8,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,12,14.6,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,10,7.5,0,0,57.0,69.0,0.0,0.0,0.0
0,4,2,12,12.5,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,27.8,0,0,183.0,69.0,18.0,0.0,0.0
1,2,1,8,22.3,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,12,9.7,1,1,183.0,69.0,181.0,0.0,61.0
1,4,2,11,7.1,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,11,22.4,0,0,183.0,69.0,18.0,0.0,0.0
1,1,1,7,8.3,0,0,191.0,134.0,53.0,0.0,0.0
1,4,2,11,15.1,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,11,16.1,0,0,74.0,69.0,18.0,0.0,0.0
1,4,2,12,23.6,0,0,67.0,69.0,18.0,0.0,520.0
1,4,2,11,45.8,0,0,56.0,69.0,18.0,0.0,0.0
1,4,2,11,8.5,2,2,183.0,69.0,1960.0,0.0,0.0
1,4,2,12,3.0,0,0,183.0,69.0,18.0,0.0,62.0
1,1,1,8,15.8,0,0,420.0,134.0,18.0,0.0,33.0
1,1,1,6,2.7,0,0,162.0,134.0,0.0,0.0,0.0
1,4,1,11,10.1,0,0,183.0,134.0,18.0,0.0,30.0
1,5,1,16,80.2,0,0,84.0,82.0,18.0,0.0,60.0
1,2,1,8,20.2,0,0,183.0,134.0,18.0,0.0,0.0
1,4,2,13,13.3,0,0,84.0,69.0,18.0,0.0,2953.0
1,4,2,12,11.1,0,0,183.0,69.0,18.0,0.0,61.0
0,4,2,12,4.0,0,0,53.0,69.0,489.0,0.0,0.0
1,4,2,11,16.1,0,0,82.0,69.0,18.0,0.0,0.0
1,10,2,25,5.9,0,0,82.0,88.0,18.0,0.0,0.0
1,4,2,11,19.6,0,0,66.0,69.0,18.0,0.0,0.0
1,1,1,6,10.2,0,0,170.0,134.0,0.0,0.0,0.0
1,4,2,12,9.7,0,0,183.0,69.0,18.0,0.0,61.0
1,2,1,8,22.1,0,0,183.0,134.0,18.0,0.0,0.0
1,2,2,31,10.4,0,0,321.0,134.0,560.0,0.0,0.0
1,4,1,11,7.2,0,0,183.0,134.0,18.0,0.0,30.0
1,1,1,6,14.4,1,1,158.0,134.0,0.0,0.0,0.0
1,4,2,11,17.7,0,0,77.0,69.0,18.0,0.0,0.0
1,4,2,12,10.9,0,0,183.0,69.0,18.0,0.0,61.0
1,10,2,25,31.9,0,0,64.0,88.0,18.0,0.0,0.0
1,4,2,11,16.4,0,0,92.0,69.0,18.0,0.0,0.0
1,3,3,38,4.6,1,1,420.0,134.0,0.0,0.0,0.0
0,4,2,11,14.2,0,0,183.0,69.0,18.0,0.0,0.0
1,3,3,30,6.3,0,0,321.0,153.0,322.0,0.0,0.0
1,5,3,23,4.8,0,0,321.0,134.0,18.0,0.0,6538.0
1,1,1,7,8.0,0,0,134.0,134.0,53.0,0.0,0.0
0,3,3,41,5.1,0,0,420.0,134.0,438.0,0.0,0.0
1,2,1,8,19.7,0,0,183.0,134.0,18.0,0.0,0.0
0,4,2,12,1.0,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,14.6,0,0,53.0,69.0,18.0,0.0,0.0
1,2,1,8,16.5,0,0,183.0,134.0,18.0,0.0,0.0
1,10,2,25,8.1,0,0,72.0,88.0,18.0,0.0,0.0
0,4,2,12,1.1,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,12,20.0,0,0,99.0,69.0,18.0,0.0,52.0
1,4,2,12,9.2,0,0,183.0,69.0,18.0,0.0,61.0
0,4,2,12,1.1,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,19.6,0,0,96.0,69.0,18.0,0.0,0.0
1,4,1,10,3.6,0,0,60.0,134.0,368.0,0.0,0.0
1,10,2,25,13.7,0,0,51.0,88.0,18.0,0.0,0.0
1,4,2,11,22.2,0,0,183.0,69.0,18.0,0.0,0.0
0,4,2,12,1.1,0,0,183.0,69.0,18.0,0.0,61.0
1,1,1,7,6.2,0,0,184.0,134.0,195.0,0.0,0.0
1,4,1,10,3.3,0,0,183.0,134.0,18.0,0.0,0.0
1,1,1,7,20.6,0,0,150.0,134.0,53.0,0.0,0.0
1,2,1,8,33.5,0,0,183.0,134.0,18.0,0.0,0.0
0,4,2,12,12.4,0,0,183.0,69.0,18.0,0.0,61.0
0,4,2,11,12.2,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,11,21.5,0,0,183.0,69.0,18.0,0.0,0.0
0,4,2,11,16.0,0,0,183.0,69.0,116.0,0.0,0.0
1,2,1,9,14.9,0,0,183.0,69.0,18.0,0.0,72.0
1,3,3,37,8.9,0,0,321.0,134.0,710.0,0.0,0.0
1,1,1,7,16.2,0,0,166.0,134.0,53.0,0.0,0.0
1,5,1,16,87.2,0,0,76.0,82.0,18.0,0.0,60.0
1,4,1,11,7.8,0,0,183.0,134.0,18.0,0.0,30.0
1,4,1,10,5.1,0,0,65.0,134.0,1551.0,0.0,0.0
1,1,1,7,6.4,0,0,178.0,134.0,53.0,0.0,0.0
1,3,3,28,5.1,2,2,420.0,153.0,2293.0,0.0,0.0
1,5,3,20,5.3,0,0,321.0,134.0,560.0,0.0,0.0
1,4,2,11,7.3,0,0,62.0,69.0,18.0,0.0,0.0
1,1,1,7,7.3,0,0,420.0,134.0,18.0,0.0,0.0
1,4,2,11,14.0,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,12,12.7,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,15,1.2,0,0,183.0,69.0,3007.0,0.0,0.0
1,4,2,11,14.6,1,1,183.0,69.0,181.0,0.0,0.0
1,3,3,40,4.8,2,2,420.0,134.0,778.0,0.0,0.0
1,4,2,11,12.4,0,0,87.0,69.0,18.0,0.0,0.0
1,4,1,10,18.6,0,0,75.0,134.0,116.0,0.0,0.0
0,1,1,15,9.8,0,0,249.0,153.0,72.0,0.0,0.0
0,4,2,12,13.3,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,10.2,0,0,81.0,69.0,18.0,0.0,0.0
1,4,2,11,9.8,0,0,83.0,69.0,18.0,0.0,0.0
1,4,2,11,17.7,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,12,4.8,0,0,183.0,69.0,18.0,0.0,61.0
0,1,1,6,8.9,0,0,194.0,134.0,0.0,0.0,0.0
1,4,2,12,11.0,0,0,183.0,69.0,18.0,0.0,62.0
1,4,2,13,2.0,0,0,183.0,69.0,31.0,0.0,22.0
1,4,2,11,14.5,0,0,183.0,69.0,18.0,0.0,0.0
1,1,1,7,18.9,0,0,170.0,134.0,53.0,0.0,0.0
0,3,3,43,18.3,0,0,420.0,134.0,322.0,0.0,0.0
1,4,2,11,3.2,0,0,183.0,69.0,18.0,0.0,0.0
0,4,2,11,8.7,0,0,67.0,69.0,18.0,0.0,0.0
1,4,2,11,24.0,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,12,3.0,0,0,183.0,69.0,18.0,0.0,62.0
1,4,2,11,8.7,0,0,62.0,69.0,18.0,0.0,0.0
1,10,2,25,28.2,0,0,49.0,88.0,718.0,0.0,0.0
1,4,2,11,14.5,0,0,183.0,69.0,18.0,0.0,0.0
1,4,1,11,3.4,0,0,183.0,134.0,18.0,0.0,30.0
1,4,2,11,13.5,0,0,94.0,69.0,18.0,0.0,0.0
1,4,2,12,3.8,0,0,109.0,69.0,18.0,0.0,168.0
1,5,1,16,86.4,0,0,73.0,82.0,18.0,0.0,60.0
0,4,2,12,2.3,0,0,183.0,69.0,18.0,0.0,62.0
1,4,1,10,4.5,0,0,71.0,134.0,148.0,0.0,0.0
1,10,2,25,58.7,0,0,44.0,88.0,44.0,0.0,0.0
1,4,2,10,23.7,0,0,68.0,69.0,0.0,0.0,0.0
1,3,3,27,1.7,0,0,321.0,153.0,0.0,0.0,0.0
1,3,3,34,23.4,1,1,321.0,134.0,1125.0,0.0,0.0
1,5,3,20,3.8,0,0,321.0,134.0,560.0,0.0,0.0
0,4,2,12,11.8,0,0,183.0,69.0,18.0,0.0,61.0
0,98,151,3066,0.0,0,0,27403.0,16917.0,16674.0,30130.0,18752.0
0,4,2,11,23.8,0,0,183.0,69.0,18.0,0.0,0.0
